universityId,province,year,track,minScore,minRank,source
A642,山东,2025,综合,451,309648,real:sdzk/投档线
A619,山东,2025,综合,451,309753,real:sdzk/投档线
D497,山东,2025,综合,451,309916,real:sdzk/投档线
A435,山东,2025,综合,451,310118,real:sdzk/投档线
C636,山东,2025,综合,451,310398,real:sdzk/投档线
C617,山东,2025,综合,451,310443,real:sdzk/投档线
E200,山东,2025,综合,451,310607,real:sdzk/投档线
B510,山东,2025,综合,451,310729,real:sdzk/投档线
D682,山东,2025,综合,450,310984,real:sdzk/投档线
E037,山东,2025,综合,450,311120,real:sdzk/投档线
E226,山东,2025,综合,450,311290,real:sdzk/投档线
A904,山东,2025,综合,450,311605,real:sdzk/投档线
A748,山东,2025,综合,450,312180,real:sdzk/投档线
D239,山东,2025,综合,450,312200,real:sdzk/投档线
A448,山东,2025,综合,450,312621,real:sdzk/投档线
D408,山东,2025,综合,450,312965,real:sdzk/投档线
E439,山东,2025,综合,450,313080,real:sdzk/投档线
A660,山东,2025,综合,449,313300,real:sdzk/投档线
D469,山东,2025,综合,449,314320,real:sdzk/投档线
D431,山东,2025,综合,449,314782,real:sdzk/投档线
A601,山东,2025,综合,449,315051,real:sdzk/投档线
C810,山东,2025,综合,449,315055,real:sdzk/投档线
A608,山东,2025,综合,449,315069,real:sdzk/投档线
D245,山东,2025,综合,449,315416,real:sdzk/投档线
D569,山东,2025,综合,449,315636,real:sdzk/投档线
B437,山东,2025,综合,448,315649,real:sdzk/投档线
A454,山东,2025,综合,448,315870,real:sdzk/投档线
E030,山东,2025,综合,448,315900,real:sdzk/投档线
A451,山东,2025,综合,448,316330,real:sdzk/投档线
C309,山东,2025,综合,448,316893,real:sdzk/投档线
D679,山东,2025,综合,448,317133,real:sdzk/投档线
E042,山东,2025,综合,448,317450,real:sdzk/投档线
D894,山东,2025,综合,448,317592,real:sdzk/投档线
D606,山东,2025,综合,448,317773,real:sdzk/投档线
A402,山东,2025,综合,448,317801,real:sdzk/投档线
C619,山东,2025,综合,448,317884,real:sdzk/投档线
B840,山东,2025,综合,448,317915,real:sdzk/投档线
E001,山东,2025,综合,447,318223,real:sdzk/投档线
A671,山东,2025,综合,447,318888,real:sdzk/投档线
D924,山东,2025,综合,447,319453,real:sdzk/投档线
D650,山东,2025,综合,447,319672,real:sdzk/投档线
C544,山东,2025,综合,447,319747,real:sdzk/投档线
A452,山东,2025,综合,447,319862,real:sdzk/投档线
C310,山东,2025,综合,447,320262,real:sdzk/投档线
D613,山东,2025,综合,447,320335,real:sdzk/投档线
D075,山东,2025,综合,447,320361,real:sdzk/投档线
D601,山东,2025,综合,446,320531,real:sdzk/投档线
A405,山东,2025,综合,446,320772,real:sdzk/投档线
D438,山东,2025,综合,446,320847,real:sdzk/投档线
D604,山东,2025,综合,446,321168,real:sdzk/投档线
D326,山东,2025,综合,446,321336,real:sdzk/投档线
A600,山东,2025,综合,446,321530,real:sdzk/投档线
B242,山东,2025,综合,446,321690,real:sdzk/投档线
D603,山东,2025,综合,446,321884,real:sdzk/投档线
D441,山东,2025,综合,446,321924,real:sdzk/投档线
D891,山东,2025,综合,446,321972,real:sdzk/投档线
D201,山东,2025,综合,446,322189,real:sdzk/投档线
E899,山东,2025,综合,446,322278,real:sdzk/投档线
D125,山东,2025,综合,446,322416,real:sdzk/投档线
E043,山东,2025,综合,446,322541,real:sdzk/投档线
D762,山东,2025,综合,446,322626,real:sdzk/投档线
D902,山东,2025,综合,445,323440,real:sdzk/投档线
B837,山东,2025,综合,445,323444,real:sdzk/投档线
B313,山东,2025,综合,445,323629,real:sdzk/投档线
C574,山东,2025,综合,445,324170,real:sdzk/投档线
B800,山东,2025,综合,445,324204,real:sdzk/投档线
D602,山东,2025,综合,445,324247,real:sdzk/投档线
C618,山东,2025,综合,445,324512,real:sdzk/投档线
B122,山东,2025,综合,445,325022,real:sdzk/投档线
D262,山东,2025,综合,444,326056,real:sdzk/投档线
A447,山东,2025,综合,444,326626,real:sdzk/投档线
C303,山东,2025,综合,444,326678,real:sdzk/投档线
D615,山东,2025,综合,444,326754,real:sdzk/投档线
C713,山东,2025,综合,444,326760,real:sdzk/投档线
C560,山东,2025,综合,444,326763,real:sdzk/投档线
D300,山东,2025,综合,444,326853,real:sdzk/投档线
E172,山东,2025,综合,444,326964,real:sdzk/投档线
D985,山东,2025,综合,444,327018,real:sdzk/投档线
D240,山东,2025,综合,444,327117,real:sdzk/投档线
B400,山东,2025,综合,444,327290,real:sdzk/投档线
D325,山东,2025,综合,444,327330,real:sdzk/投档线
D920,山东,2025,综合,444,327336,real:sdzk/投档线
C795,山东,2025,综合,443,327995,real:sdzk/投档线
D421,山东,2025,综合,443,328129,real:sdzk/投档线
C709,山东,2025,综合,443,328935,real:sdzk/投档线
D720,山东,2025,综合,443,329048,real:sdzk/投档线
B418,山东,2025,综合,443,329111,real:sdzk/投档线
D241,山东,2025,综合,443,329654,real:sdzk/投档线
A736,山东,2025,综合,443,329695,real:sdzk/投档线
D644,山东,2025,综合,443,329727,real:sdzk/投档线
A846,山东,2025,综合,443,329810,real:sdzk/投档线
C216,山东,2025,综合,443,329907,real:sdzk/投档线
D641,山东,2025,综合,443,329911,real:sdzk/投档线
D892,山东,2025,综合,443,329936,real:sdzk/投档线
E202,山东,2025,综合,443,330045,real:sdzk/投档线
D328,山东,2025,综合,442,330207,real:sdzk/投档线
E829,山东,2025,综合,442,330406,real:sdzk/投档线
C802,山东,2025,综合,442,330979,real:sdzk/投档线
E203,山东,2025,综合,442,331054,real:sdzk/投档线
C712,山东,2025,综合,442,331168,real:sdzk/投档线
D997,山东,2025,综合,442,331262,real:sdzk/投档线
A859,山东,2025,综合,442,331272,real:sdzk/投档线
E087,山东,2025,综合,442,331451,real:sdzk/投档线
B549,山东,2025,综合,442,331554,real:sdzk/投档线
B066,山东,2025,综合,442,331577,real:sdzk/投档线
C587,山东,2025,综合,442,331623,real:sdzk/投档线
C779,山东,2025,综合,442,331693,real:sdzk/投档线
C938,山东,2025,综合,442,331725,real:sdzk/投档线
D391,山东,2025,综合,442,331752,real:sdzk/投档线
C658,山东,2025,综合,442,331757,real:sdzk/投档线
D515,山东,2025,综合,442,331793,real:sdzk/投档线
E327,山东,2025,综合,442,331813,real:sdzk/投档线
D304,山东,2025,综合,442,331875,real:sdzk/投档线
D820,山东,2025,综合,442,331896,real:sdzk/投档线
D514,山东,2025,综合,442,331931,real:sdzk/投档线
D605,山东,2025,综合,442,331959,real:sdzk/投档线
D418,山东,2025,综合,442,332017,real:sdzk/投档线
D599,山东,2025,综合,442,332033,real:sdzk/投档线
D626,山东,2025,综合,442,332049,real:sdzk/投档线
E040,山东,2025,综合,442,332142,real:sdzk/投档线
D714,山东,2025,综合,442,332210,real:sdzk/投档线
C332,山东,2025,综合,442,332213,real:sdzk/投档线
C928,山东,2025,综合,442,332224,real:sdzk/投档线
D830,山东,2025,综合,442,332228,real:sdzk/投档线
B446,山东,2025,综合,442,332232,real:sdzk/投档线
E002,山东,2025,综合,442,332248,real:sdzk/投档线
D322,山东,2025,综合,442,332287,real:sdzk/投档线
C729,山东,2025,综合,442,332288,real:sdzk/投档线
C843,山东,2025,综合,442,332332,real:sdzk/投档线
D727,山东,2025,综合,441,332397,real:sdzk/投档线
A446,山东,2025,综合,441,332492,real:sdzk/投档线
D656,山东,2025,综合,441,332502,real:sdzk/投档线
D874,山东,2025,综合,441,332533,real:sdzk/投档线
D721,山东,2025,综合,441,332553,real:sdzk/投档线
D387,山东,2025,综合,441,332577,real:sdzk/投档线
D468,山东,2025,综合,441,332588,real:sdzk/投档线
D607,山东,2025,综合,441,332590,real:sdzk/投档线
C056,山东,2025,综合,441,332603,real:sdzk/投档线
D957,山东,2025,综合,441,332636,real:sdzk/投档线
E262,山东,2025,综合,441,332686,real:sdzk/投档线
C308,山东,2025,综合,441,332691,real:sdzk/投档线
D356,山东,2025,综合,441,332797,real:sdzk/投档线
D511,山东,2025,综合,441,332798,real:sdzk/投档线
D600,山东,2025,综合,441,332827,real:sdzk/投档线
D624,山东,2025,综合,441,332839,real:sdzk/投档线
D773,山东,2025,综合,441,332916,real:sdzk/投档线
D324,山东,2025,综合,441,332917,real:sdzk/投档线
D766,山东,2025,综合,441,332937,real:sdzk/投档线
D320,山东,2025,综合,441,332985,real:sdzk/投档线
D006,山东,2025,综合,441,332988,real:sdzk/投档线
E038,山东,2025,综合,441,332997,real:sdzk/投档线
D998,山东,2025,综合,441,333002,real:sdzk/投档线
E000,山东,2025,综合,441,333076,real:sdzk/投档线
D995,山东,2025,综合,441,333137,real:sdzk/投档线
A908,山东,2025,综合,441,333181,real:sdzk/投档线
D015,山东,2025,综合,441,333219,real:sdzk/投档线
A868,山东,2025,综合,441,333243,real:sdzk/投档线
D857,山东,2025,综合,441,333264,real:sdzk/投档线
D359,山东,2025,综合,441,333265,real:sdzk/投档线
D378,山东,2025,综合,441,333415,real:sdzk/投档线
